id,title,description,reported_at,department_name,institution_name,hazard_category,severity_level,recurrence_count,is_weekend,actual_outcome
5a31ab1d-632c-4936-93e0-4164a70ebebd,Loose carpet in office near service elevator (Zone 9),Can someone look at this?,2024-04-23 00:00:00,Kitchen,Bugesera Cement Works,Slip/Trip/Fall,Low,1,0,0
104c963a-2ced-4c8c-b44f-2e8a1a160648,Damaged power cord on ventilator at perimeter fence (Sector B),"During a walkthrough, staff noticed the damaged power cord on ventilator at perimeter fence (sector b). No immediate incident occurred but the potential for harm is significant.",2024-02-14 00:00:00,Transport,Kigali Construction Ltd,Electrical,High,1,0,0
b822d1b1-ff32-4be2-a086-b216e37f72b7,Poorly adjusted chair at Station 18 in warehouse (Zone 8),"During a walkthrough, staff noticed the cluttered floor space around power drill at receiving dock. No immediate incident occurred but the potential for damage is significant.",2023-06-17 00:00:00,Assembly Line,Rwanda Manufacturing Co,Ergonomic,Low,0,1,0
ac2f38f8-b47b-46e6-8652-770910cc1cef,Overloaded power outlet near Station 9 (Room 163),"During a walkthrough, staff noticed the overloaded power outlet near station 9 (room 163). No immediate incident occurred but the potential for damage is significant.",2025-04-15 00:00:00,Quality Control,Huye Power Plant,Electrical,High,1,0,0
2810e6fc-a4e1-4277-8bd9-07b532c121db,Awkward lifting position at east wing in office (Room 143),Follow-up required on the awkward lifting position at east wing in office (room 143). The danger is rated as medium due to proximity to staff.,2024-11-19 00:00:00,Laboratory,Kigali Construction Ltd,Ergonomic,Medium,0,0,0
85e2d26e-4848-44f4-85cf-372d35e33753,Repetitive strain risk operating grinder at Station 18,Report issued by team lead. The repetitive strain risk operating grinder at station 18 has been reported by multiple staff members. Recommend temporary closure.,2025-06-07 00:00:00,Sanitation,Rubavu Logistics Hub,Ergonomic,Medium,1,1,1
f9238fa8-c24f-485f-8626-3f14fade36db,Awkward lifting position at service elevator in break room (Room 179),Report issued by safety rep. The awkward lifting position at service elevator in break room (room 179) has been reported by multiple staff members. Recommend further assessment.,2025-04-29 00:00:00,Quality Control,Muhanga Agro-Processing,Ergonomic,Critical,8,0,0
fe78f88b-7f35-4613-ae53-5a3edee7476f,Smoke detector malfunctioning in chemical storage (Room 146),"During a walkthrough, staff noticed the smoke detector malfunctioning in chemical storage (room 146). No immediate incident occurred but the potential for injury is significant.",2023-11-01 00:00:00,Office Complex,Kigali Construction Ltd,Fire,Critical,0,0,1
065e632d-8e1d-42f4-b404-302f45e25d41,Icy patch in maintenance bay near Station 17 (Room 169),Report issued by safety rep. The icy patch in maintenance bay near station 17 (room 169) has been reported by multiple staff members. Recommend immediate repair.,2025-03-11 00:00:00,Quality Control,Nyagatare Cattle Ranch,Slip/Trip/Fall,High,3,0,0
dbf9051f-0110-41be-9f68-c795dffe42a4,Exposed valve on microwave in warehouse (Room 142),Can someone look at this?,2025-10-18 00:00:00,Kitchen,Kigali Construction Ltd,Electrical,High,1,1,0
bf312001-d9ed-478f-a15c-b66508f49761,Obstacle in walkway at loading bay (Room 186),I'm concerned about this.,2023-05-04 00:00:00,Administration,Rubavu Logistics Hub,Slip/Trip/Fall,Medium,4,0,0
1b5332f9-8edb-4874-97cc-4148f76ee1bd,Leakage from industrial glue near assembly area (Zone 10),Staff reported the leakage from industrial glue near assembly area (zone 10) at approximately 10am. Site inspection confirmed the hazard. Warning signs posted.,2025-04-06 00:00:00,Laboratory,Huye Power Plant,Chemical,Critical,7,1,1
6b71dda5-b0a7-4585-b5de-bee907fd8b30,Exposed sensor on shredder in canteen (Room 127),"During a walkthrough, staff noticed the exposed sensor on shredder in canteen (room 127). No immediate incident occurred but the potential for damage is significant.",2025-03-30 00:00:00,Administration,RSSB Head Office,Electrical,Critical,8,1,1
7694424c-a054-4e9e-9f17-a9d92e9af203,Faulty valve on bandsaw near Station 15,,2026-03-14 00:00:00,Quality Control,Rwanda Manufacturing Co,Machinery,Medium,2,1,0
37395680-9044-42fc-9d55-b5f363d41676,Unsafe operation of pallet jack in maintenance bay (Room 145),Report issued by safety rep. The unsafe operation of pallet jack in maintenance bay (room 145) has been reported by multiple staff members. Recommend immediate repair.,2025-03-17 00:00:00,Administration,Nyagatare Cattle Ranch,Machinery,Medium,1,0,1
7db292a1-9287-414d-a55a-aaa8431a3bd8,Cluttered floor space around power drill at rooftop,Follow-up required on the cluttered floor space around power drill at rooftop. The risk is rated as medium due to frequency of use.,2025-02-24 00:00:00,Production,Rwanda Manufacturing Co,Slip/Trip/Fall,Medium,3,0,0
43697a1f-2890-4057-8f03-1efcce412faa,Stagnant water near front gate causing Fungal spread,"During a walkthrough, staff noticed the stagnant water near front gate causing fungal spread. No immediate incident occurred but the potential for harm is significant.",2024-12-29 00:00:00,Production,Kigali Construction Ltd,Biological,Medium,1,1,0
6ac7f4d2-d899-403d-ae49-b9b2183221f2,Sparks observed from microwave in workshop (Room 113),Report issued by employee. The oil spill in toilet near checkout counter (room 127) has been reported by multiple staff members. Recommend immediate repair.,2023-01-19 00:00:00,Workshop,Rwanda Manufacturing Co,Electrical,High,7,0,0
0880ac2a-c0cb-4ce4-8ff2-fc44bed11d87,Repetitive strain risk operating transformer at Station 9,Report issued by supervisor. The repetitive strain risk operating transformer at station 9 has been reported by multiple staff members. Recommend immediate repair.,2024-08-22 00:00:00,Loading Bay,Rubavu Logistics Hub,Ergonomic,Low,1,0,0
be103988-1347-4ff5-a3e2-f2853fca7c7c,Bacterial contamination risk in assembly area near west exit (Room 193),Report issued by supervisor. The bacterial contamination risk in assembly area near west exit (room 193) has been reported by multiple staff members. Recommend further assessment.,2025-10-28 00:00:00,Quality Control,Kigali Construction Ltd,Biological,Medium,5,0,0
ea688ba0-d11f-49a6-a51d-503f8fa03bdd,Damaged power cord on welding machine at basement (Room 138),Staff reported the damaged power cord on welding machine at basement (room 138) at approximately 2pm. Site inspection confirmed the hazard. Warning signs posted.,2024-07-17 00:00:00,Laboratory,RSSB Head Office,Electrical,Critical,3,0,0
fba94f99-812c-45bb-8df1-f6ce05b33f23,Overloaded power outlet near Station 11 (Room 117),The overloaded power outlet near station 11 (room 117) was observed during routine inspection. This presents a potential risk to staff in the building.,2023-12-25 00:00:00,Laboratory,RSSB Head Office,Electrical,High,5,0,1
c0b90677-5592-4722-9009-bf101b8dce5f,Faulty fire extinguisher in corridor (Room 118),The faulty fire extinguisher in corridor (room 118) was observed during routine inspection. This presents a potential risk to staff in the building.,2026-01-19 00:00:00,Office Complex,Rwanda Manufacturing Co,Fire,Critical,3,0,0
67e43c2a-669c-4680-bcd8-721728b4b8a9,Faulty guard on HVAC unit near Station 7,Follow-up required on the faulty guard on hvac unit near station 7. The danger is rated as critical due to frequency of use.,2026-05-31 00:00:00,Loading Bay,RSSB Head Office,Machinery,Critical,7,1,1
2f2b571b-abdc-4e2c-8bde-0896e8a05686,Obstacle in walkway at service elevator (Room 182),Staff reported the obstacle in walkway at service elevator (room 182) at approximately 2pm. Site inspection confirmed the hazard. Tape has been placed.,2024-12-07 00:00:00,Packaging,Musanze Mining Corp,Slip/Trip/Fall,Medium,8,1,1
fdcd3a92-7cbc-4408-ab1c-951def6ea0c1,Smoke detector malfunctioning in corridor (Room 103) (similar to report #706),,2025-01-15 00:00:00,Storage Facility,RSSB Head Office,Electrical,Critical,10,0,1
9dbcb370-fa8b-4c56-bdad-40eb1bb4d829,Improper storage of industrial glue in car park (Zone 14),,2023-06-07 00:00:00,Maintenance,Rwanda Manufacturing Co,Chemical,High,0,0,0
1c277c39-86ab-418e-8626-8c96405dfede,Repetitive strain risk operating grinder at dispatch area,Follow-up required on the repetitive strain risk operating grinder at dispatch area. The risk is rated as medium due to lack of protection.,2025-05-07 00:00:00,Security,Bugesera Cement Works,Ergonomic,Medium,15,0,0
c2b6341f-b505-478b-bfd1-43f1ee2ecbd2,Accumulated flammable material near grinder (Room 151),"During a walkthrough, staff noticed the accumulated flammable material near grinder (room 151). No immediate incident occurred but the potential for harm is significant.",2026-03-29 00:00:00,Packaging,RSSB Head Office,Fire,High,2,1,0
f72a7810-ebc7-48f3-839a-6886173c437d,Loose carpet in stairwell near rear exit (Room 188),Follow-up required on the loose carpet in stairwell near rear exit (room 188). The danger is rated as medium due to lack of protection.,2024-02-23 00:00:00,Packaging,Bugesera Cement Works,Slip/Trip/Fall,Medium,0,0,0
e2c5dc6b-ff78-46ea-99da-4fce73d3f0c2,Blocked emergency route in loading bay (Room 189),Report issued by team lead. The blocked emergency route in loading bay (room 189) has been reported by multiple staff members. Recommend review by safety team.,2023-08-03 00:00:00,Workshop,Muhanga Agro-Processing,Fire,Critical,0,0,1
586afdd8-c4e1-4e6b-9ba6-5050ddd6f7af,Safety violation spotted,Follow-up required on the safety violation spotted. The danger is rated as low due to exposure levels.,2023-07-08 00:00:00,Quality Control,Gasabo Textile Factory,Ergonomic,Low,0,1,0
0116d99b-b275-4a2c-ba44-f7abe3306b5e,Exposed belt on pump system at main lobby (Room 174),Please investigate.,2023-03-31 00:00:00,Warehouse,Rubavu Logistics Hub,Machinery,Critical,6,0,0
6a566a0f-3ac7-4c11-b197-4f820eec2ef8,Cluttered floor space around shredder at main lobby,"During a walkthrough, staff noticed the cluttered floor space around shredder at main lobby. No immediate incident occurred but the potential for damage is significant.",2023-11-24 00:00:00,Maintenance,RSSB Head Office,Slip/Trip/Fall,Medium,2,0,1
822ee02b-a1f7-40a5-8ab3-14ef44a6aa9c,Awkward lifting position at receiving dock in car park (Room 131),,2023-01-06 00:00:00,Office Complex,Musanze Mining Corp,Ergonomic,High,1,0,1
a50d0b1a-240f-4570-9684-13e502a4b25d,Biological waste disposal issue in cafeteria (Room 151),Report issued by employee. The biological waste disposal issue in cafeteria (room 151) has been reported by multiple staff members. Recommend temporary closure.,2024-03-11 00:00:00,Assembly Line,Bugesera Cement Works,Biological,High,4,0,0
d4e15bec-c476-4e4f-8e04-f87283b3a277,Blocked emergency route in rear exit (Room 158),"During a walkthrough, staff noticed the blocked emergency route in rear exit (room 158). No immediate incident occurred but the potential for injury is significant.",2024-09-10 00:00:00,Assembly Line,Muhanga Agro-Processing,Fire,Critical,4,0,1
459fccfe-9172-4b14-a11d-028d54d2f3e8,Improper desk height for computer in office (Sector G),Staff reported the improper desk height for computer in office (sector g) at approximately 4pm. Site inspection confirmed the hazard. Warning signs posted.,2023-10-24 00:00:00,Maintenance,Nyagatare Cattle Ranch,Ergonomic,High,7,0,1
cda2e056-f059-4ac4-a9b8-04960a03eba9,Repetitive strain risk operating air conditioner at reception,Report issued by team lead. The repetitive strain risk operating air conditioner at reception has been reported by multiple staff members. Recommend immediate repair.,2026-02-08 00:00:00,Assembly Line,Huye Power Plant,Ergonomic,High,4,1,1
6400953e-288c-417c-a249-73c1b24b52e3,Broken filter on forklift in assembly area (Room 132),"During a walkthrough, staff noticed the broken filter on forklift in assembly area (room 132). No immediate incident occurred but the potential for damage is significant.",2026-02-02 00:00:00,Sanitation,RSSB Head Office,Machinery,High,0,0,0
f747c71d-ceeb-4f00-ba40-bd63d2a6be02,Loose tiles in warehouse near reception (Room 101),Follow-up required on the loose tiles in warehouse near reception (room 101). The risk is rated as high due to proximity to staff.,2024-08-02 00:00:00,Administration,Musanze Mining Corp,Slip/Trip/Fall,High,1,0,0
251052ea-59e3-459a-b54b-387f533557b4,Cluttered floor space around coffee maker at loading bay,This needs fixing urgently.,2024-12-25 00:00:00,Storage Facility,Huye Power Plant,Slip/Trip/Fall,Medium,8,0,1
29292d13-ffd8-4760-8d27-5c2f741ba84e,Smoke detector malfunctioning in production floor (Room 103),"During a walkthrough, staff noticed the smoke detector malfunctioning in production floor (room 103). No immediate incident occurred but the potential for harm is significant.",2024-10-06 00:00:00,Security,Muhanga Agro-Processing,Fire,Critical,5,1,0
afceeb04-394b-4b1f-a636-030b192169c6,Smoke detector malfunctioning in corridor (Room 115),Report issued by supervisor. The smoke detector malfunctioning in corridor (room 115) has been reported by multiple staff members. Recommend temporary closure.,2023-02-21 00:00:00,Transport,Gasabo Textile Factory,Fire,High,5,0,1
ed0239f7-3c96-49ef-9aae-41b03d8ee99b,Fumes from epoxy near control panel (Room 182),Report issued by employee. The fumes from epoxy near control panel (room 182) has been reported by multiple staff members. Recommend review by safety team.,2025-05-25 00:00:00,Sanitation,Rwanda Manufacturing Co,Chemical,Medium,4,1,1
7ec492ea-afb9-4771-806e-1ed201e8b5e5,Spoiled materials found in corridor (Room 122),Report issued by employee. The spoiled materials found in corridor (room 122) has been reported by multiple staff members. Recommend further assessment.,2025-04-09 00:00:00,Laboratory,Huye Power Plant,Biological,High,5,0,1
73f95d2a-f7ff-4711-96f2-6917e0efe993,Unlabeled acids container at perimeter fence (Room 104),Follow-up required on the unlabeled acids container at perimeter fence (room 104). The severity is rated as critical due to lack of protection.,2025-05-28 00:00:00,Maintenance,Muhanga Agro-Processing,Chemical,Critical,9,0,0
f1c0f58d-fc40-4656-b5e9-56c9abbafd31,Awkward lifting position at rooftop in chemical storage (Room 134),The accumulated flammable material near boiler (room 167) was observed during routine inspection. This presents a potential risk to staff in the area.,2024-02-06 00:00:00,Loading Bay,Huye Power Plant,Ergonomic,High,6,0,1
7842079d-40a0-4230-91f8-31c84d4c5997,Unsafe operation of forklift in break room (Room 103),The unsafe operation of forklift in break room (room 103) was observed during routine inspection. This presents a potential risk to staff in the building.,2025-10-22 00:00:00,Packaging,Muhanga Agro-Processing,Machinery,High,8,0,0
d522b913-65be-4bef-8b22-d2bd45211f03,Problem with equipment,Report issued by safety rep. The problem with equipment has been reported by multiple staff members. Recommend further assessment.,2024-08-21 00:00:00,Maintenance,Rwanda Manufacturing Co,Machinery,High,5,0,0
0a0fd7b2-41f6-4143-a1b7-311d90808e42,Improper storage of lubricant in lobby (Room 105),Report issued by team lead. The exposed connector on shredder in warehouse (room 141) has been reported by multiple staff members. Recommend immediate repair.,2024-12-09 00:00:00,Assembly Line,Huye Power Plant,Chemical,High,10,0,1
f259e8d6-3ab6-4bfc-8913-62793d0e0d7a,Unlabeled acids container at service elevator (Room 154),Report issued by employee. The unlabeled acids container at service elevator (room 154) has been reported by multiple staff members. Recommend temporary closure.,2024-06-05 00:00:00,Production,Huye Power Plant,Chemical,Medium,7,0,1
bd789652-29f8-414a-8a3f-f0492e8d8b23,Broken belt on lathe in storage room (Sector C),Follow-up required on the broken belt on lathe in storage room (sector c). The severity is rated as critical due to exposure levels.,2025-01-03 00:00:00,Transport,Muhanga Agro-Processing,Machinery,Critical,6,0,1
c6375ba2-8bc6-40eb-a3eb-d6fe081ad7bb,Unlabeled bleach container at rooftop (Room 190),Staff reported the unlabeled bleach container at rooftop (room 190) at approximately 10am. Site inspection confirmed the hazard. Warning signs posted.,2025-11-22 00:00:00,Warehouse,Bugesera Cement Works,Chemical,High,2,1,0
865c2bf4-5111-477a-9ddd-e70be608dc20,Poorly adjusted chair at reception in production floor (Room 165),The poorly adjusted chair at reception in production floor (room 165) was observed during routine inspection. This presents a potential risk to staff in the building.,2026-01-19 00:00:00,Warehouse,Kigali Construction Ltd,Ergonomic,High,0,0,1
d0c21cd6-fb83-46c7-a38c-a0e71203c8d3,Spilled epoxy around service elevator (Room 182),Staff reported the spilled epoxy around service elevator (room 182) at approximately 4pm. Site inspection confirmed the hazard. Warning signs posted.,2024-12-28 00:00:00,Workshop,Nyagatare Cattle Ranch,Chemical,Critical,1,1,1
1ff25b9c-e508-4d75-a6d3-c1b936aad4d9,Repetitive strain risk operating air conditioner at Station 3,Follow-up required on the repetitive strain risk operating air conditioner at station 3. The danger is rated as high due to exposure levels.,2025-06-27 00:00:00,Storage Facility,Nyagatare Cattle Ranch,Ergonomic,High,0,0,0
53b7355d-b540-4876-bfe9-62e3cd995a24,Cluttered floor space around grinder at west exit,Follow-up required on the cluttered floor space around grinder at west exit. The risk is rated as low due to proximity to staff.,2026-04-05 00:00:00,Office Complex,Musanze Mining Corp,Slip/Trip/Fall,Low,2,1,0
803e7687-7766-41bc-93fb-74c7e3bf3ab1,Faulty display on hydraulic press near control panel,,2025-09-19 00:00:00,Storage Facility,Rubavu Logistics Hub,Machinery,High,0,0,0
38ad1017-5717-4b0b-938c-c0c07826f8ba,Damaged power cord on grinder at loading bay (Room 116),Follow-up required on the damaged power cord on grinder at loading bay (room 116). The severity is rated as high due to proximity to staff.,2025-08-25 00:00:00,Warehouse,Nyagatare Cattle Ranch,Electrical,High,1,0,0
59d30d99-1093-4985-9674-86588a3b3f8c,Unsafe operation of milling machine in cafeteria (Room 131),Staff reported the unsafe operation of milling machine in cafeteria (room 131) at approximately 8am. Site inspection confirmed the hazard. No temporary measures taken.,2025-07-24 00:00:00,Warehouse,Muhanga Agro-Processing,Machinery,High,3,0,1
78d93f8b-df26-486f-9a07-b2d71b0c6018,Damaged power cord on computer at front gate (Room 125),Report issued by supervisor. The damaged power cord on computer at front gate (room 125) has been reported by multiple staff members. Recommend further assessment.,2025-09-20 00:00:00,Workshop,Nyagatare Cattle Ranch,Electrical,Critical,2,1,0
c5d9edf2-0834-49ee-838f-6d9e9f97ba22,Unsafe operation of CNC machine in workshop (Room 187),The unsafe operation of cnc machine in workshop (room 187) was observed during routine inspection. This presents a potential risk to staff in the building.,2024-01-14 00:00:00,Administration,Kigali Construction Ltd,Machinery,High,0,1,0
4ee5e2a2-02f5-4649-9d71-5a92e0a52943,Biological waste disposal issue in break room (Room 165),Report issued by supervisor. The biological waste disposal issue in break room (room 165) has been reported by multiple staff members. Recommend review by safety team.,2025-01-04 00:00:00,Administration,Rubavu Logistics Hub,Biological,High,1,1,0
b4b43eaf-29aa-4683-8e71-0b74aaa6648a,Spilled pesticides around emergency stairs (Sector C),Report issued by supervisor. The spilled pesticides around emergency stairs (sector c) has been reported by multiple staff members. Recommend immediate repair.,2023-04-22 00:00:00,Packaging,Kigali Construction Ltd,Chemical,Medium,0,1,0
bd2a8328-ab38-4627-8ace-e542d11168ce,Strange noise from crusher at rooftop (Room 122),Staff reported the strange noise from crusher at rooftop (room 122) at approximately 10am. Site inspection confirmed the hazard. No temporary measures taken.,2023-07-09 00:00:00,Transport,Muhanga Agro-Processing,Machinery,High,2,1,1
f983560b-5be0-41c4-8476-55470aee6bd3,Repetitive strain risk operating welding machine at Station 9,Staff reported the repetitive strain risk operating welding machine at station 9 at approximately 8am. Site inspection confirmed the hazard. Warning signs posted.,2026-01-08 00:00:00,Production,Nyagatare Cattle Ranch,Ergonomic,High,2,0,1
bee60885-702c-40ee-a494-c8be8dbba758,Poorly adjusted chair at Station 5 in workshop (Room 132),Follow-up required on the poorly adjusted chair at station 5 in workshop (room 132). The danger is rated as medium due to lack of protection.,2025-07-23 00:00:00,Office Complex,RSSB Head Office,Ergonomic,Medium,7,0,0
74d5c305-fa2c-482b-975c-9a62fe4775b3,Blocked emergency route in west exit (Room 125),Staff reported the blocked emergency route in west exit (room 125) at approximately 4pm. Site inspection confirmed the hazard. Tape has been placed.,2025-09-05 00:00:00,Warehouse,Muhanga Agro-Processing,Fire,High,5,0,0
7d6980c1-833a-4819-a16f-194121b8c293,Flickering lights in perimeter fence near transformer,The flickering lights in perimeter fence near transformer was observed during routine inspection. This presents a potential risk to staff in the area.,2024-08-17 00:00:00,Storage Facility,Rubavu Logistics Hub,Electrical,Critical,7,1,0
46b794a5-676d-4ac7-a837-096f79e22570,Repetitive strain risk operating transformer at reception,Follow-up required on the repetitive strain risk operating transformer at reception. The risk is rated as high due to frequency of use.,2024-01-05 00:00:00,Production,Musanze Mining Corp,Ergonomic,High,3,0,0
fb38179d-d113-4100-bba6-f5ffe7c0e93a,Improper storage of industrial glue in maintenance bay (Room 102),,2028-02-07 00:00:00,Sanitation,Kigali Construction Ltd,Chemical,Critical,4,0,0
da28634b-7bc0-441e-93a8-411f854fbf63,Strange noise from CNC machine at front gate (Room 108),Staff reported the strange noise from cnc machine at front gate (room 108) at approximately 2pm. Site inspection confirmed the hazard. Warning signs posted.,2025-11-27 00:00:00,Security,Nyagatare Cattle Ranch,Machinery,Medium,0,0,0
34935719-1268-4418-a371-27434eb0b60c,Fumes from bleach near Station 13 (Room 189),Staff reported the fumes from bleach near station 13 (room 189) at approximately 4pm. Site inspection confirmed the hazard. No temporary measures taken.,2025-01-18 00:00:00,Packaging,Gasabo Textile Factory,Chemical,Critical,3,1,0
